PMID,N,SOURCE
27119345,35.0,EHB
27119360,38.0,EHB
27122026,18.0,EHB
27122030,57.0,EHB
27122031,29.8,EHB
27125824,93.0,Abstract
27126003,16.0,BrainMap
27126701,12.0,Abstract
27129757,39.0,Abstract
27130563,26.0,Abstract
27132046,31.0,EHB
27132048,36.0,Abstract
27132070,32.0,Abstract
27132544,34.0,EHB
27133468,38.0,Abstract
27133526,16.8,EHB
27134038,11.0,Abstract
27136416,10.0,FullText
27138206,20.0,Abstract
27138528,87.0,Abstract
27138531,40.0,Abstract
27138794,20.0,Abstract
27142051,234.0,EHB
27142636,245.0,EHB
27143223,19.0,EHB
27143323,30.0,Abstract
27143433,136.0,Abstract
27144347,76.0,EHB
27145084,19.0,EHB
27145325,20.0,Abstract
27145402,20.0,FullText
27145472,140.0,FullText
27147257,38.0,Abstract
27147653,32.0,Abstract
27147654,23.0,EHB
27147657,5.0,EHB
27147950,14.0,Abstract
27147993,8.0,Abstract
27148002,8.0,EHB
27148024,11.0,EHB
27150704,2.0,FullText
27155070,19.0,Abstract
27155127,136.0,EHB
27157883,21.0,Abstract
27157884,13.0,FullText
27159407,21.0,EHB
27159669,21.0,FullText
27159902,49.0,EHB
27160257,28.0,BrainMap
27160998,16.0,EHB
27161331,19.0,EHB
27163722,25.33333333,EHB
27164327,12.0,EHB
27167401,18.0,EHB
27167404,16.0,Abstract
27167614,91.0,EHB
27167875,24.0,BrainMap
27168331,75.33333333,EHB
27170137,18.0,EHB
27170428,30.0,Abstract
27171178,50.0,Abstract
27172859,25.0,EHB
27173761,72.0,Abstract
27175777,39.0,EHB
27177762,18.0,EHB
27177764,50.0,Abstract
27181060,27.0,FullText
27181762,20.0,Abstract
27182810,25.0,Abstract
27184339,224.0,Abstract
27184985,129.0,Abstract
27187232,43.0,EHB
27189159,38.66666667,EHB
27190019,1.0,EHB
27192082,19.0,Abstract
27192222,25.0,EHB
27193284,8.0,FullText
27194227,64.0,Abstract
27194245,18.0,FullText
27194340,22.0,EHB
27194564,25.0,EHB
27195523,14.0,Abstract
27195942,21.0,EHB
27198485,780.0,EHB
27199090,44.0,EHB
27199653,458.0,Abstract
27199694,16.0,Abstract
27199724,14.0,Abstract
27205875,16.0,Abstract
27206426,40.0,Abstract
27207909,10.0,Abstract
27207920,35.0,Abstract
27208693,2.0,FullText
27208815,49.0,Abstract
27213610,10.0,Abstract
27216359,31.0,Abstract
27217112,45.0,EHB
27217146,,EHB
27218306,20.0,EHB
27218420,37.5,EHB
27220041,20.0,Abstract
27223814,19.0,EHB
27225773,26.0,FullText
27229156,16.0,EHB
27230218,40.0,EHB
27233217,21.0,Abstract
27233784,10.0,Abstract
27233825,15.0,Abstract
27233826,28.0,Abstract
27235818,11.0,Abstract
27236373,19.0,Abstract
27238550,24.0,Abstract
27238897,24.0,EHB
27239046,280.0,Abstract
27239972,50.0,EHB
27240594,76.0,EHB
27242409,44.0,Abstract
27242420,17.0,EHB
27242465,20.0,EHB
27242485,32.0,EHB
27242492,29.0,FullText
27243613,28.0,EHB
27243614,37.0,EHB
27244227,34.0,EHB
27244237,14.0,Abstract
27246897,99.0,Abstract
27250879,20.0,EHB
27251183,,EHB
27252350,23.0,EHB
27252633,28.0,Abstract
27253724,18.0,EHB
27255817,116.0,EHB
27255921,19.0,EHB
27257784,51.0,Abstract
27259585,190.0,Abstract
27260987,20.0,Abstract
27261159,20.0,EHB
27261160,37.0,EHB
27261161,22.0,EHB
27261927,46.0,EHB
27263507,58.0,EHB
27263508,20.0,FullText
27263835,291.0,EHB
27271710,22.0,EHB
27272198,19.0,Abstract
27273329,15.0,FullText
27273577,31.0,EHB
27274075,35.0,EHB
27275601,,EHB
27277794,47.0,Abstract
27278792,20.0,FullText
27280965,28.0,EHB
27283002,,EHB
27284693,27.6,EHB
27288820,652.0,EHB
27289210,18.0,EHB
27291335,46.0,EHB
27291455,10.0,FullText
27291493,32.0,EHB
27291884,,EHB
27292114,23.0,EHB
27294029,163.0,EHB
27294673,15.0,EHB
27295401,24.0,BrainMap
27295606,,EHB
27296506,27.66666667,EHB
27297241,37.0,EHB
27298763,16.0,Abstract
27298765,43.0,EHB
27301638,53.33333333,EHB
27303278,38.0,EHB
27303279,45.0,Abstract
27305834,42.0,EHB
27307227,9.0,EHB
27307231,89.0,EHB
27307373,16.0,Abstract
27309348,8.0,Abstract
27310812,10.0,EHB
27311641,112.0,EHB
27312405,23.0,EHB
27312746,16.0,EHB
27313505,66.0,Abstract
27313520,14.0,EHB
27313526,16.0,EHB
27314671,41.0,EHB
27315265,16.0,EHB
27315266,19.0,EHB
27315268,31.0,EHB
27317491,2.0,FullText
27318136,20.0,FullText
27318139,56.875,EHB
27318214,32.0,Abstract
27318594,3.0,FullText
27319001,40.0,EHB
27322194,40.0,Abstract
27325442,25.0,EHB
27325780,74.0,EHB
27329401,60.0,Abstract
27329532,78.0,Abstract
27329685,53.0,EHB
27329686,20.0,EHB
27329770,17.0,Abstract
27330185,85.0,EHB
27330971,12.0,Abstract
27330976,13.0,Abstract
27334340,35.0,Abstract
27334907,28.0,Abstract
27335409,35.0,FullText
27336309,20.0,Abstract
27338514,25.0,Abstract
27338616,25.0,EHB
27340090,382.0,EHB
27340112,32.0,BrainMap
27343687,15.0,EHB
27345375,68.0,Abstract
27345596,39.0,EHB
27345927,46.0,Abstract
27351599,1599.666667,EHB
27351600,79.0,EHB
27351781,19.0,EHB
27352359,28.0,EHB
27354957,104.0,Abstract
27354958,197.0,EHB
27355179,24.0,EHB
27355435,20.0,EHB
27358446,20.0,EHB
27358450,34.0,Abstract
27358453,60.0,EHB
27363008,16.0,Abstract
27364483,33.0,EHB
27365297,47.0,EHB
27368345,106.0,EHB
27369066,16.0,Abstract
27369069,31.0,EHB
27369095,24.0,EHB
27372336,132.0,EHB
27373768,18.0,EHB
27374278,18.0,EHB
27375419,9.0,Abstract
27375449,20.0,Abstract
27375466,20.0,EHB
27377221,30.0,Abstract
27377788,40.0,EHB
27378028,10.0,EHB
27378333,19.0,EHB
27378883,30.0,EHB
27378884,24.0,EHB
27378890,24.0,Abstract
27378891,,EHB
27381089,47.66666667,EHB
27381822,45.5,EHB
27391013,15.0,EHB
27391083,9.785714286000001,EHB
27391390,6.0,EHB
27392071,60.0,Abstract
27392792,373.3333333,EHB
27393421,26.0,Abstract
27394152,56.0,Abstract
27394669,7.0,Abstract
27395327,875.0,EHB
27399612,58.0,EHB
27400738,61.5,EHB
27401122,12.0,FullText
27401337,211.0,Abstract
27401793,,EHB
27402599,82.0,Abstract
27406084,37.0,Abstract
27406406,14.6,EHB
27412230,21.0,EHB
27412783,13.0,Abstract
27414048,18.0,Abstract
27417053,8.0,Abstract
27417206,20.0,EHB
27418025,84.66666667,EHB
27419066,15.0,EHB
27419380,15.0,BrainMap
27421186,14.0,EHB
27421706,56.0,Abstract
27423254,17.0,EHB
27424063,25.0,Abstract
27425430,102.0,EHB
27428267,22.0,EHB
27430009,25.0,BrainMap
27430401,65.0,EHB
27431757,16.0,EHB
27431759,27.0,EHB
27434117,8.0,Abstract
27434492,76.0,Abstract
27436308,26.0,Abstract
27436593,17.0,EHB
27436594,19.0,EHB
27438589,9.0,Abstract
27442458,21.0,Abstract
27442922,14.0,Abstract
27443852,42.0,EHB
27444729,20.0,Abstract
27444730,27.0,Abstract
27444935,42.0,Abstract
27445112,112.0,EHB
27445136,19.0,EHB
27445733,63.0,FullText
27445736,30.0,Abstract
27445760,19.0,Abstract
27445769,24.5,EHB
27445770,,EHB
27447790,20.0,Abstract
27448098,38.0,EHB
27448273,16.0,Abstract
27448530,14.0,Abstract
27449709,15.0,EHB
27450266,54.0,EHB
27452151,17.0,Abstract
27452295,17.0,Abstract
27452804,20.0,EHB
27452859,10.0,EHB
27453345,11.0,Abstract
27453465,50.0,Abstract
27453508,20.0,FullText
27454009,54.0,Abstract
27454170,62.0,EHB
27455078,24.0,EHB
27455992,19.0,EHB
27456537,64.0,EHB
27457415,21.0,Abstract
27457416,36.0,Abstract
27458025,31.0,EHB
27458349,15.0,EHB
27458357,1.0,EHB
27458751,42.75,EHB
27459031,35.0,Abstract
27459935,151.0,EHB
27459940,40.0,EHB
27461077,17.0,EHB
27466043,15.0,Abstract
27466342,34.0,Abstract
27467529,66.66666667,EHB
27471102,27.0,Abstract
27471455,14.0,EHB
27473167,37.0,Abstract
27473320,16.0,EHB
27474521,108.0,BrainMap
27474523,16.0,EHB
27474853,20.0,EHB
27474869,47.0,Abstract
27474914,16.0,EHB
27474916,15.5,EHB
27475965,123.0,EHB
27477020,26.0,EHB
27477494,58.0,Abstract
27477592,53.0,EHB
27477623,13.66666667,EHB
27477629,12.66666667,EHB
27479051,34.2,EHB
27479922,134.0,Abstract
27482098,27.0,EHB
27488254,229.0,Abstract
27488631,31.0,EHB
27488638,18.0,EHB
27489078,11.0,FullText
27489536,29.0,EHB
27490850,13.75,BrainMap
27491491,24.0,FullText
27491682,18.0,EHB
27494142,25.0,Abstract
27497214,88.0,EHB
27498040,3.0,Abstract
27498135,18.0,EHB
27498369,41.0,EHB
27498966,,EHB
27499736,36.0,EHB
27500453,88.0,Abstract
27501356,37.0,Abstract
27501391,17.0,EHB
27502049,18.0,EHB
27503699,86.0,EHB
27504261,115.0,EHB
27504262,53.0,EHB
27506757,21.0,Abstract
27507941,20.0,Abstract
27510407,30.66666667,EHB
27510495,56.0,EHB
27511005,20.0,FullText
27511297,26.0,Abstract
27512990,25.0,Abstract
27514293,28.0,Abstract
27515289,28.0,Abstract
27520472,91.33333333,EHB
27521744,23.0,Abstract
27522332,66.0,EHB
27523024,22.0,Abstract
27523448,24.0,Abstract
27523644,16.0,EHB
27524674,15.0,FullText
27528669,31.0,EHB
27529648,99.0,Abstract
27530550,15.0,EHB
27531387,40.0,Abstract
27531974,27.44444444,EHB
27531977,17.0,Abstract
27534862,23.0,EHB
27535179,18.0,Abstract
27535345,28.0,Abstract
27535906,,EHB
27536225,16.0,Abstract
27536945,29.0,Abstract
27538517,40.0,EHB
27539808,17.0,FullText
27540763,22.0,FullText
27542319,21.0,EHB
27542722,29.0,FullText
27542723,17.0,FullText
27542724,17.0,Abstract
27542799,,EHB
27543883,27.0,Abstract
27549758,245.0,Abstract
27550015,42.0,EHB
27550866,282.0,EHB
27551094,2.0,Abstract
27551262,18.0,Abstract
27551668,24.0,Abstract
27551669,64.0,EHB
27551971,81.0,Abstract
27552444,152.0,Abstract
27553438,140.0,FullText
27557798,18.0,EHB
27559169,77.0,Abstract
27559724,20.0,Abstract
27560361,102.0,Abstract
27560515,16.0,Abstract
27562779,14.0,EHB
27564058,21.0,Abstract
27564545,103.0,FullText
27566002,,EHB
27566261,30.0,FullText
27566262,142.0,Abstract
27566606,21.0,EHB
27567966,21.0,EHB
27568587,30.0,EHB
27569182,282.0,Abstract
27575278,16.0,EHB
27575389,38.0,EHB
27575491,20.0,Abstract
27575531,45.0,EHB
27575853,17.0,EHB
27575858,29.0,Abstract
27576746,25.0,Abstract
27578365,35.0,Abstract
27580969,157.0,EHB
27581461,25.0,EHB
27583349,19.0,EHB
27585292,6.0,EHB
27585371,97.0,EHB
27585739,20.0,FullText
27590722,14.0,EHB
27591782,11.0,EHB
27592331,18.0,Abstract
27592810,20.0,EHB
27592811,10.0,FullText
27594419,36.0,EHB
27597999,21.0,FullText
27598534,11.0,Abstract
27600852,85.0,Abstract
27601666,2.0,Abstract
27601973,10.0,FullText
27601982,16.66666667,EHB
27604309,110.0,EHB
27605616,23.0,EHB
27607439,20.0,Abstract
27608601,25.0,EHB
27609620,42.0,FullText
27610625,8.0,FullText
27611959,22.0,EHB
27613508,25.0,Abstract
27614896,18.0,Abstract
27616988,21.0,EHB
27618279,46.0,BrainMap
27618765,20.0,EHB
27620345,21.0,EHB
27622141,25.5,EHB
27622387,12.0,Abstract
27622396,1.0,EHB
27622399,31.0,FullText
27622781,20.0,EHB
27622923,32.0,Abstract
27623361,51.0,EHB
27625311,17.0,EHB
27625988,25.0,Abstract
27626228,20.0,Abstract
27626634,21.0,Abstract
27627760,16.0,Abstract
27628616,85.0,Abstract
27632555,21.0,Abstract
27633185,65.0,EHB
27633395,56.0,EHB
27633559,18.0,Abstract
27633897,20.0,Abstract
27636672,16.0,Abstract
27638209,36.0,EHB
27639117,30.0,EHB
27639213,37.0,EHB
27639352,44.0,EHB
27640749,1.0,EHB
27645501,83.0,Abstract
27647281,13.0,EHB
27647282,3.0,Abstract
27647521,65.33333333,EHB
27647671,21.0,BrainMap
27647695,10.0,Abstract
27647705,50.0,Abstract
27649971,17.77777778,EHB
27650816,18.0,EHB
27651064,5.0,Abstract
27653520,36.0,EHB
27654662,68.0,EHB
27655165,15.0,Abstract
27656137,29.0,Abstract
27659299,62.0,EHB
27662482,46.0,Abstract
27662589,38.66666667,EHB
27663988,,EHB
27664824,55.0,Abstract
27664826,27.0,Abstract
27665526,18.0,EHB
27668175,130.0,Abstract
27669107,24.0,FullText
27670443,26.0,Abstract
27671502,776.0,EHB
27672175,217.0,Abstract
27672554,21.0,Abstract
27672555,58.0,EHB
27672557,83.0,EHB
27676615,32.0,EHB
27676616,24.0,Abstract
27677231,32.0,EHB
27677885,108.0,Abstract
27677943,20.0,EHB
27679564,23.0,Abstract
27683425,22.0,EHB
27683905,12.0,EHB
27683914,18.0,EHB
27684499,48.0,FullText
27685784,19.5,EHB
27687019,20.0,Abstract
27688124,66.66666667,EHB
27688202,14.0,Abstract
27690125,17.0,EHB
27693282,20.0,Abstract
27693614,23.0,EHB
27693668,31.0,EHB
27693978,46.0,EHB
27694920,30.0,EHB
27695408,31.0,FullText
27696176,58.0,EHB
27696604,37.0,Abstract
27697078,15.0,BrainMap
27697593,22.0,EHB
27697662,80.0,EHB
27699148,19.0,Abstract
27699680,23.0,EHB
27699940,82.0,EHB
27703252,41.0,EHB
27704405,19.0,EHB
27706215,63.0,Abstract
27707969,19.0,EHB
27709512,27.0,Abstract
27712047,35.0,EHB
27713000,55.33333333,EHB
27714550,22.0,Abstract
27714554,35.0,EHB
27716542,72.0,EHB
27716544,37.0,EHB
27716545,45.0,EHB
27717213,37.0,Abstract
27717769,377.0,EHB
27717835,30.0,FullText
27718507,11.0,Abstract
27720424,36.0,EHB
27720744,35.0,FullText
27720949,19.66666667,EHB
27721080,22.4,EHB
27721206,35.0,Abstract
27721740,31.0,EHB
27722829,90.0,EHB
27723821,40.0,Abstract
27726253,41.0,Abstract
27726263,14.0,Abstract
27727243,24.0,EHB
27729852,18.0,Abstract
27730477,18.0,Abstract
27730478,21.0,EHB
27734301,10.0,EHB
27734304,32.0,Abstract
27734307,104.0,EHB
27734308,40.0,Abstract
27738993,425.0,Abstract
27738997,27.5,EHB
27739608,20.0,EHB
27741236,207.0,Abstract
27741285,59.0,EHB
27742470,18.0,Abstract
27742666,909.0,EHB
27743373,34.0,EHB
27743376,54.0,Abstract
27745847,21.0,EHB
27746727,1.0,EHB
27746728,14.0,Abstract
27746729,2.333333333,EHB
27747152,21.0,Abstract
27747153,14.0,EHB
27748031,84.0,EHB
27752140,15.0,Abstract
27755551,129.0,EHB
27756046,78.0,EHB
27756546,7.0,EHB
27757079,21.0,Abstract
27757820,15.0,EHB
27760177,35.0,Abstract
27761110,24.0,Abstract
27761399,29.0,Abstract
27761400,21.0,Abstract
27761598,1.0,EHB
27761665,18.0,EHB
27764116,14.5,BrainMap
27764124,30.0,EHB
27765947,70.0,Abstract
27766076,23.0,EHB
27766203,23.0,Abstract
27766586,18.0,Abstract
27766641,24.0,EHB
27769891,32.0,EHB
27770284,22.0,Abstract
27771559,4.0,FullText
27771857,50.0,Abstract
27773357,23.0,EHB
27774695,20.0,EHB
27776130,13.0,Abstract
27778344,,EHB
27779211,41.0,Abstract
27779372,89.0,EHB
27779907,21.0,EHB
27779908,37.0,EHB
27779911,50.0,Abstract
27780529,30.0,FullText
27780778,32.0,Abstract
27781136,12.0,Abstract
27784627,20.0,Abstract
27785699,12.0,Abstract
27785760,22.0,EHB
27785847,29.0,Abstract
27788143,22.0,Abstract
27789333,18.0,EHB
27790087,21.0,EHB
27791015,20.0,FullText
27792961,56.0,EHB
27792964,51.0,EHB
27793657,35.0,EHB
27796303,21.0,EHB
27797090,33.6,EHB
27798136,29.0,EHB
27798223,25.0,BrainMap
27798248,21.0,EHB
27798249,67.0,EHB
27799544,15.0,Abstract
27799903,30.0,EHB
27800703,22.0,EHB
27803320,23.0,FullText
27803655,21.0,EHB
27803656,27.0,EHB
27806119,7.0,EHB
27807030,36.0,EHB
27807031,26.0,EHB
27808160,28.0,EHB
27810271,18.0,Abstract
27810354,39.0,FullText
27811962,12.0,EHB
27812160,18.2,EHB
27812501,46.0,Abstract
27813194,18.0,EHB
27813234,16.0,Abstract
27814379,18.0,Abstract
27814457,14.0,Abstract
27814960,34.0,Abstract
27814962,266.0,EHB
27815646,26.0,FullText
27815773,26.0,Abstract
27815989,44.66666667,EHB
27816780,167.0,EHB
27818626,14.0,EHB
27818628,22.0,EHB
27821732,21.0,Abstract
27824358,,EHB
27827445,20.0,Abstract
27830113,30.0,Abstract
27832090,67.0,EHB
27832097,32.0,EHB
27832450,36.0,EHB
27833013,24.0,EHB
27835675,21.0,EHB
27837919,104.0,EHB
27838143,14.0,Abstract
27838341,13.0,Abstract
27838547,13.0,FullText
27838595,83.0,Abstract
27840604,25.0,EHB
27842291,10.0,Abstract
27842522,26.0,Abstract
27843514,12.0,EHB
27843692,46.0,EHB
27845228,13.0,Abstract
27845254,16.0,FullText
27845255,76.0,Abstract
27846290,24.0,FullText
27847305,25.0,Abstract
27848148,32.0,Abstract
27851821,21.0,EHB
27852776,22.0,EHB
27853425,417.0,Abstract
27853427,24.0,Abstract
27853428,19.0,Abstract
27856312,10.0,EHB
27857211,36.0,Abstract
27857686,78.0,EHB
27857886,24.0,Abstract
27859899,,EHB
27859920,23.0,Abstract
27859936,40.0,EHB
27859960,68.0,EHB
27862593,20.0,Abstract
27862612,10.0,Abstract
27864027,1.0,EHB
27864079,20.0,EHB
27864082,123.0,EHB
27865039,62.0,Abstract
27865969,26.0,EHB
27866012,16.0,Abstract
27866269,45.0,Abstract
27867102,109.5,EHB
27867351,24.0,EHB
27867352,43.0,EHB
27867434,40.0,Abstract
27867436,18.0,EHB
27868392,43.75,EHB
27870866,25.0,Abstract
27874038,19.0,EHB
27876651,30.0,Abstract
27877120,61.0,EHB
27880789,33.0,EHB
27881776,17.0,FullText
27881783,18.0,Abstract
27881788,20.0,FullText
27881866,5.0,FullText
27881960,38.0,EHB
27882297,43.0,EHB
27883017,16.0,FullText
27884798,57.0,Abstract
27887721,,EHB
27887859,24.0,Abstract
27888020,24.0,Abstract
27889814,16.0,Abstract
27894892,41.0,EHB
27894900,17.0,EHB
27895564,,EHB
27895571,20.0,EHB
27896064,21.0,Abstract
27896947,38.0,Abstract
27897678,18.0,EHB
27898705,,EHB
27899123,24.0,Abstract
27903439,85.0,EHB
27903727,20.0,EHB
27907134,71.0,EHB
27908591,22.0,EHB
27908787,19.0,EHB
27911020,30.0,EHB
27912160,38.0,EHB
27913157,33.25,EHB
27914042,161.0,FullText
27915119,34.0,Abstract
27916664,11.0,EHB
27916670,51.0,Abstract
27916985,875.0,Abstract
27917451,29.33333333,EHB
27917562,48.0,EHB
27919546,54.0,Abstract
27921216,41.0,EHB
27921340,24.0,Abstract
27923192,50.0,EHB
27923474,18.5,EHB
27923638,43.4,EHB
27924836,39.0,EHB
27926435,57.0,Abstract
27927958,19.0,EHB
27927964,173.0,Abstract
27928709,54.0,EHB
27932074,16.0,EHB
27932963,32.5,EHB
27932965,22.0,EHB
27933668,15.0,EHB
27935229,64.0,Abstract
27939189,23.0,EHB
27939793,13.0,EHB
27940151,20.0,EHB
27942446,24.0,Abstract
27942447,16.0,Abstract
27942855,28.0,EHB
27955939,30.0,EHB
27956745,44.0,EHB
27957670,47.0,EHB
27960147,53.0,EHB
27965391,20.0,EHB
27966102,43.71428571,EHB
27969061,65.0,EHB
27974615,27.0,EHB
27974616,114.0,Abstract
27975158,35.0,Abstract
27975159,37.0,Abstract
27977692,32.0,EHB
27977717,30.0,Abstract
27978457,42.0,EHB
27979789,161.0,Abstract
27981671,39.0,Abstract
27981674,43.0,Abstract
27984068,40.0,EHB
27984788,21.0,FullText
27986927,25.0,Abstract
27987539,42.0,Abstract
27988321,,EHB
27989405,32.0,Abstract
27989774,58.0,Abstract
27991030,16.0,EHB
27991592,24.0,EHB
27992505,20.77777778,EHB
27992792,30.85714286,EHB
27993693,42.0,EHB
27994546,71.0,EHB
27995061,20.0,Abstract
27995066,21.0,EHB
27995988,11.0,FullText
27998996,23.0,EHB
28008077,40.5,EHB
28009069,20.0,EHB
28009070,20.0,Abstract
28009076,85.0,FullText
28009080,35.0,Abstract
28011171,30.0,Abstract
28011250,16.0,EHB
28011437,43.0,EHB
28012826,27.0,EHB
28013067,60.0,EHB
28017196,13.0,FullText
28017920,,EHB
28018851,79.0,EHB
28024236,25.0,Abstract
28025017,15.0,FullText
28028199,13.0,EHB
28029198,17.0,Abstract
28031150,140.0,EHB
28032303,40.0,EHB
28032685,20.0,EHB
28035724,62.0,EHB
28038366,35.0,EHB
28039553,65.25,EHB
28039796,43.0,EHB
28039797,28.0,EHB
28040541,24.0,EHB
28042871,78.5,EHB
28045980,42.0,EHB
28046076,26.0,Abstract
28049082,45.0,EHB
28049086,58.5,EHB
28050343,135.0,Abstract
28052091,21.0,Abstract
28052922,17.0,EHB
28053037,86.0,Abstract
28054126,1.0,EHB
28054740,19.0,FullText
28057397,18.0,Abstract
28057489,20.0,EHB
28057531,19.0,Abstract
28057931,61.0,Abstract
28060861,17.0,EHB
28066206,43.4,EHB
28066207,16.0,EHB
28066706,16.0,Abstract
28069445,24.0,EHB
28069542,16.0,FullText
28069917,78.0,EHB
28069925,32.0,EHB
28069964,15.0,Abstract
28070912,32.0,Abstract
28070973,31.0,EHB
28073651,13.0,EHB
28073935,13.0,Abstract
28073936,7.333333333,EHB
28077120,26.0,Abstract
28077311,67.0,EHB
28077513,28.0,EHB
28077514,23.0,FullText
28077714,17.0,Abstract
28077728,30.0,EHB
28081175,14.0,EHB
28081226,25.0,EHB
28082106,24.0,EHB
28083844,52.0,Abstract
28083891,56.0,EHB
28083906,62.0,EHB
28084631,68.0,EHB
28084651,1.0,FullText
28084656,282.0,Abstract
28088647,110.0,Abstract
28088652,,EHB
28092055,120.0,Abstract
28092779,42.0,Abstract
28093278,36.08,EHB
28093279,32.0,EHB
28093475,60.0,Abstract
28095312,16.0,EHB
28096364,20.0,EHB
28100219,24.0,Abstract
28100739,28.0,FullText
28100742,20.0,EHB
28100830,65.0,FullText
28101012,42.0,EHB
28103527,77.0,Abstract
28104431,32.0,FullText
28104637,80.0,Abstract
28105009,22.0,Abstract
28105532,38.0,EHB
28105707,38.0,Abstract
28105773,24.0,Abstract
28108320,110.0,EHB
28108394,38.0,EHB
28108490,61.0,EHB
28109978,20.0,Abstract
28110086,17.0,EHB
28110087,20.0,Abstract
28110090,19.0,FullText
28111538,17.0,EHB
28111546,1.0,EHB
28112466,49.0,EHB
28115477,120.0,EHB
28116232,20.0,Abstract
28116239,15.0,EHB
28117844,23.0,EHB
28119067,17.0,Abstract
28119343,130.0,Abstract
28119346,26.0,EHB
28119587,25.0,Abstract
28120864,21.0,EHB
28122025,37.5,EHB
28123033,22.0,EHB
28123948,46.0,EHB
28125578,20.0,Abstract
28126038,15.0,BrainMap
28126429,28.0,EHB
28126471,161.0,FullText
28128279,7.0,FullText
28128347,33.0,EHB
28129051,27.0,EHB
28129057,77.0,Abstract
28129058,14.0,FullText
28129061,24.0,EHB
28129407,86.0,EHB
28129555,60.0,EHB
28129556,52.33333333,EHB
28130005,,EHB
28130184,30.0,FullText
28130192,23.0,EHB
28130194,19.0,Abstract
28130745,22.0,Abstract
28131236,33.0,FullText
28131862,20.0,EHB
28138426,21.0,Abstract
28139957,51.0,EHB
28139959,12.0,EHB
28140398,19.0,Abstract
28142026,20.0,EHB
28143464,188.0,EHB
28145480,18.0,FullText
28150320,81.0,EHB
28150892,20.0,EHB
28150911,41.2,EHB
28152990,36.0,EHB
28153640,13.0,EHB
28153927,7.0,Abstract
28154520,,EHB
28158779,26.0,Abstract
28159685,21.0,EHB
28160686,38.0,EHB
28160740,17.0,EHB
28161030,46.0,EHB
28161031,57.0,EHB
28161309,79.0,Abstract
28161387,15.0,Abstract
28161772,21.0,Abstract
28162778,20.0,EHB
28162919,46.0,EHB
28163139,25.0,EHB
28168598,44.0,Abstract
28169089,,EHB
28169310,49.0,EHB
28169393,47.0,Abstract
28174031,48.0,EHB
28174127,42.5,EHB
28174532,,EHB
28176262,70.0,EHB
28176436,54.0,EHB
28179164,48.0,Abstract
28179553,20.0,EHB
28179554,27.0,EHB
28180068,19.0,EHB
28180069,32.0,EHB
28180070,50.0,EHB
28180076,28.0,EHB
28184419,440.0,EHB
28188814,14.0,Abstract
28188846,12.0,Abstract
28188881,45.0,Abstract
28189742,16.0,Abstract
28189743,18.0,Abstract
28190083,23.0,EHB
28190516,128.0,EHB
28192274,54.0,EHB
28192723,711.0,EHB
28193532,18.26666667,EHB
28193868,19.0,EHB
28194095,70.0,Abstract
28195520,22.0,EHB
28195525,20.16666667,EHB
28195569,134.0,Abstract
28197859,39.11111111,EHB
28198067,55.0,Abstract
28199893,37.5,EHB
28202336,93.0,Abstract
28202612,20.0,EHB
28202786,38.0,EHB
28207751,45.0,EHB
28208068,15.0,Abstract
28208069,26.0,Abstract
28208070,18.0,Abstract
28209734,15.0,EHB
28210783,13.666666666666666,BrainMap
28210930,29.0,EHB
28213114,21.0,EHB
28213115,38.0,Abstract
28213119,124.0,EHB
28213445,25.0,EHB
28213645,16.0,Abstract
28214523,28.0,Abstract
28214981,429.0,Abstract
28215624,122.0,EHB
28218433,18.0,EHB
28219776,20.0,Abstract
28220065,234.0,EHB
28220070,35.0,EHB
28224080,24.0,Abstract
28225084,33.0,Abstract
28226305,122.0,Abstract
28229041,19.0,Abstract
28229235,287.0,EHB
28229308,23.0,EHB
28232064,22.0,Abstract
28233073,,EHB
28233427,153.0,EHB
28235565,,EHB
28236166,49.0,Abstract
28236714,48.0,EHB
28237551,19.0,Abstract
28239946,93.0,EHB
28240422,13.0,Abstract
28241401,12.0,EHB
28242496,11.0,EHB
28242518,15.5,EHB
28242539,34.66666667,EHB
28242678,40.0,EHB
28244983,71.0,EHB
28245068,12.75,EHB
28246034,136.0,Abstract
28247156,40.0,Abstract
28249187,20.0,Abstract
28249785,101.0,EHB
28253075,,EHB
28253076,76.0,EHB
28253080,16.5,EHB
28253082,1.0,Abstract
28253268,7.0,EHB
28254454,13.58333333,EHB
28254457,7.0,EHB
28254509,60.0,Abstract
28254652,18.0,BrainMap
28254653,14.0,EHB
28256199,37.0,EHB
28256777,64.0,Abstract
28256779,34.0,Abstract
28257930,1277.0,EHB
28259773,17.0,EHB
28261068,1299.0,EHB
28262423,58.0,EHB
28263012,27.0,Abstract
28263829,29.0,EHB
28267576,24.0,EHB
28271290,16.0,Abstract
28275544,683.0,EHB
28278267,10.0,FullText
28282414,19.0,EHB
28284155,107.0,EHB
28284776,16.0,FullText
28284798,23.0,EHB
28285127,33.5,EHB
28285207,21.0,Abstract
28286318,80.0,EHB
28286475,15.0,EHB
28289200,50.0,Abstract
28289225,40.0,EHB
28290075,13.0,FullText
28290076,34.09090909,EHB
28291572,19.0,Abstract
28291690,54.0,EHB
28292705,27.0,Abstract
28293185,18.0,EHB
28294456,23.0,FullText
28294458,20.0,EHB
28294712,19.0,EHB
28294713,12.0,EHB
28294714,20.0,EHB
28294716,33.0,EHB
28295978,42.0,FullText
28300639,32.0,Abstract
28317947,21.0,EHB
28319687,177.0,Abstract
